,fiscal_year,emissions,ticker,total_revenue,company_name,out_shares,average_price,last_price
416,2013,944941.66724999,MRFG3,18752.376,Marfrig Global Foods S.A.,520281458.0,6.9997983930572385,4.0
417,2014,848779.922600064,MRFG3,15208.758,Marfrig Global Foods S.A.,520326254.0,5.456612910955183,6.110000133514404
418,2015,677301.465749965,MRFG3,19549.362,Marfrig Global Foods S.A.,520688855.0,5.377195120826969,6.349999904632568
419,2016,612960.066800019,MRFG3,18828.356,Marfrig Global Foods S.A.,521299473.0,5.929598394646702,6.610000133514404
420,2017,211154.03484381788,MRFG3,10127.696,Marfrig Global Foods S.A.,620959696.0,6.617086611394807,7.320000171661377
421,2018,189404.7359812572,MRFG3,29715.176,Marfrig Global Foods S.A.,620218975.0,6.790775507323596,5.460000038146973
422,2019,673082.951199893,MRFG3,48761.057,Marfrig Global Foods S.A.,702269453.0,7.901295544164866,9.960000038146973
423,2013,53482.054679369,ECOR3,2639.059,EcoRodovias Infraestrutura e Logística S.A.,557908325.0,16.101491928100586,14.800000190734863
424,2014,22830.21900002308,ECOR3,2937.001,EcoRodovias Infraestrutura e Logística S.A.,556911088.0,12.913991939636968,10.510000228881836
425,2015,18435.01319996525,ECOR3,2735.719,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.77934960427323,5.090000152587891
426,2016,12544.000000032469,ECOR3,2828.996,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,7.248072289080026,8.239999771118164
427,2017,10852.95842933687,ECOR3,3066.359,EcoRodovias Infraestrutura e Logística S.A.,556466088.0,10.38370078755176,12.300000190734863
428,2018,14112.55746838726,ECOR3,3169.267,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,8.884979596429941,9.380000114440918
429,2019,32309.63989761512,ECOR3,3952.889,EcoRodovias Infraestrutura e Logística S.A.,556462588.0,11.586801594568168,16.299999237060547
430,2018,32296.9606218496,STBP3,921.515,Santos Brasil Participações S.A.,662573514.0,3.213714283339831,4.230000019073486
431,2019,33515.35614880652,STBP3,972.594,Santos Brasil Participações S.A.,667578655.0,5.298178098462372,8.180000305175781
432,2013,11863646.895527994,USIM5,12829.467,Usinas Siderúrgicas de Minas Gerais S.A.,987199178.0,10.381209659960962,14.210000038146973
433,2014,17141627.262910828,USIM5,11741.629,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,8.394153204656416,5.050000190734863
434,2015,12007818.129999993,USIM5,10185.57,Usinas Siderúrgicas de Minas Gerais S.A.,987553806.0,3.954999998333008,1.5499999523162842
435,2016,11551508.410929346,USIM5,8454.2,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,2.661405623198513,4.099999904632568
436,2017,7146228.923124984,USIM5,10734.118,Usinas Siderúrgicas de Minas Gerais S.A.,1226846724.0,6.1491732278208096,9.100000381469727
437,2018,7266361.949999987,USIM5,13736.78,Usinas Siderúrgicas de Minas Gerais S.A.,1229301635.0,9.629428598832112,9.220000267028809
438,2019,7934878.357471174,USIM5,14948.719,Usinas Siderúrgicas de Minas Gerais S.A.,1229501053.0,8.73668016981982,9.510000228881836
439,2013,6166.19221951199,PSSA3,13457.688,Porto Seguro S.A.,341293030.0,26.272500015074208,29.75
440,2014,5671.592799979149,PSSA3,15629.417,Porto Seguro S.A.,341293030.0,31.14887099881326,30.399999618530273
441,2015,6735.94129766048,PSSA3,17107.017,Porto Seguro S.A.,341293030.0,34.03857728136264,28.790000915527344
442,2016,8645.83886102587,PSSA3,17255.364,Porto Seguro S.A.,341293030.0,27.53072292833443,26.899999618530273
443,2017,12163.966312467961,PSSA3,18729.569,Porto Seguro S.A.,341293030.0,32.162441043403206,36.33000183105469
444,2018,5233.094999954,PSSA3,19347.718,Porto Seguro S.A.,341293030.0,48.342612254862885,52.150001525878906
445,2019,4865.04180003696,PSSA3,19816.225,Porto Seguro S.A.,340917630.0,55.43971669432605,62.7400016784668
446,2013,8884733.72941936,ENEV3,1438.831,Eneva S.A.,7025244.0,102.0764769277265,42.779090881347656
447,2014,5987536.123659754,ENEV3,1798.092,Eneva S.A.,8401061.0,19.69678016247288,5.703877925872803
448,2015,7779078.916002317,ENEV3,1518.633,Eneva S.A.,161769820.0,4.135394091528606,3.5
449,2016,8014311.730604085,ENEV3,2160.983,Eneva S.A.,956513720.0,3.182750997773136,2.9749999046325684
450,2017,6864315.422260865,ENEV3,2721.773,Eneva S.A.,1259961996.0,3.416968497704333,3.4749999046325684
451,2018,9311723.918827664,ENEV3,3129.107,Eneva S.A.,1259961996.0,3.3627142867263484,4.022500038146973
452,2019,5724002.766633285,ENEV3,3137.369,Eneva S.A.,1261932724.0,6.321497969299193,10.922499656677246
453,2013,3626736.954100027,GOLL4,8956.212,Gol Linhas Aéreas Inteligentes S.A.,276712443.0,10.69548386527646,10.479999542236328
454,2014,3674035.070900021,GOLL4,10066.214,Gol Linhas Aéreas Inteligentes S.A.,283167403.0,12.559112879537768,15.180000305175781
455,2015,2587626.186654289,GOLL4,9778.007,Gol Linhas Aéreas Inteligentes S.A.,345689343.0,6.867601630164356,2.5199999809265137
456,2016,3349489.964599854,GOLL4,9720.497,Gol Linhas Aéreas Inteligentes S.A.,346310872.0,4.1681124517716555,4.619999885559082
457,2017,3317937.9616999747,GOLL4,10329.034,Gol Linhas Aéreas Inteligentes S.A.,347439102.0,10.277470339899478,14.600000381469727
458,2018,3395463.9360000375,GOLL4,11411.354,Gol Linhas Aéreas Inteligentes S.A.,348766043.0,16.202653071345114,25.100000381469727
459,2019,3525369.4033852904,GOLL4,13864.704,Gol Linhas Aéreas Inteligentes S.A.,355493903.0,30.98230765802175,36.79999923706055
460,2017,693702.1637442542,ENGI3,13637.154,Energisa S.A.,1729827305.0,6.366278736349096,9.633976936340332
461,2018,697687.5586766958,ENGI3,15787.581,Energisa S.A.,1814561910.0,9.507463837101449,8.100000381469727
462,2019,2346302.3809804595,ENGI3,19903.135,Energisa S.A.,1814561910.0,13.337246979779078,13.619999885559082
463,2016,22210.49368180472,WSON33,457.161,Wilson Sons Limited,71144000.0,32.580647843086766,33.5
464,2017,24599.40310650926,WSON33,496.34,Wilson Sons Limited,71219900.0,36.46943482108738,40.0
465,2018,21625.59989402632,WSON33,460.196,Wilson Sons Limited,71243660.0,41.21443042674648,40.0
466,2019,56192.0,WSON33,406.128,Wilson Sons Limited,71243660.0,38.06044537625332,44.790000915527344
467,2017,6210.417990739919,IRBR3,6916.894,IRB-Brasil Resseguros S.A.,932096702.0,9.780013443133154,10.473297119140625
468,2018,5595.2601568985,IRBR3,6369.195,IRB-Brasil Resseguros S.A.,931246202.0,16.554473347566567,25.708864212036133
469,2019,6451.03823666702,IRBR3,7465.977,IRB-Brasil Resseguros S.A.,931246202.0,30.701801547154723,35.994258880615234
470,2013,2814.4699706863,B3SA3,2126.638,"B3 S.A. - Brasil, Bolsa, Balcão",5715875544.0,4.270792700590626,3.6866660118103027
471,2014,3502.01994141477,B3SA3,2030.433,"B3 S.A. - Brasil, Bolsa, Balcão",5434205679.0,3.724529262511961,3.2799999713897705
472,2015,3537.410078180491,B3SA3,2216.634,"B3 S.A. - Brasil, Bolsa, Balcão",5346284718.0,3.7022896646484127,3.630000114440918
473,2016,3061.0232488327274,B3SA3,2320.781,"B3 S.A. - Brasil, Bolsa, Balcão",5362288647.0,5.335622138287648,5.5
474,2017,3296.2001170945223,B3SA3,3673.596,"B3 S.A. - Brasil, Bolsa, Balcão",6116644194.0,6.922545571965496,7.593332767486572
475,2018,2375.429892551621,B3SA3,4831.915,"B3 S.A. - Brasil, Bolsa, Balcão",6131934186.0,8.094598314713458,8.936665534973145
476,2019,3318.25997076939,B3SA3,5907.756,"B3 S.A. - Brasil, Bolsa, Balcão",6137449155.0,13.063198012379017,14.323332786560059
477,2013,2936169.306355292,ENBR3,7096.492,EDP - Energias do Brasil S.A.,475574937.0,11.767123403087739,11.191107749938965
478,2014,2337585.6973500242,ENBR3,8898.728,EDP - Energias do Brasil S.A.,475574937.0,9.877182641336995,8.735965728759766
479,2015,4079601.2535999827,ENBR3,10260.434,EDP - Energias do Brasil S.A.,475574937.0,10.871178975919397,11.87144947052002
480,2016,5493140.727500008,ENBR3,9364.772,EDP - Energias do Brasil S.A.,606093058.0,13.298745955808096,13.399999618530273
481,2017,5779205.249596627,ENBR3,12337.184,EDP - Energias do Brasil S.A.,606164918.0,14.145157453582042,14.0
482,2018,4238432.542800017,ENBR3,13834.22,EDP - Energias do Brasil S.A.,606248158.0,13.620816347550372,14.75
483,2019,4625611.825999935,ENBR3,15228.336,EDP - Energias do Brasil S.A.,604806050.0,18.580647823781618,22.100000381469727
484,2013,625867.9845249974,CSMG3,3733.397,Companhia de Saneamento de Minas Gerais,128903000.0,13.146120375202548,12.198409080505371
485,2014,687879.0909999621,CSMG3,4131.432,Companhia de Saneamento de Minas Gerais,367557000.0,11.045644648613468,8.256879806518555
486,2015,721196.720100038,CSMG3,3834.469,Companhia de Saneamento de Minas Gerais,367557651.0,5.0615688048727145,5.082670211791992
487,2016,563052.6210000118,CSMG3,4032.875,Companhia de Saneamento de Minas Gerais,388757430.0,8.633805905958734,12.166666030883789
488,2017,572346.7505999446,CSMG3,4326.401,Companhia de Saneamento de Minas Gerais,388758069.0,14.006653199984333,14.463333129882812
489,2018,673618.776242585,CSMG3,4737.285,Companhia de Saneamento de Minas Gerais,388758069.0,15.22612207763049,20.510000228881836
490,2019,731160.9751999269,CSMG3,5157.224,Companhia de Saneamento de Minas Gerais,379182069.0,21.651011833777794,22.663333892822266
491,2014,156442.573092977,SMTO3,1533.675,São Martinho S.A.,338201982.0,11.853615272429682,12.083333015441895
492,2015,382870.8082999642,SMTO3,1916.044,São Martinho S.A.,339006561.0,12.694986083643224,15.263333320617676
493,2016,387344.8208999997,SMTO3,2338.73,São Martinho S.A.,337252053.0,17.19477876027425,19.5
494,2017,453369.73400002683,SMTO3,2609.519,São Martinho S.A.,358579812.0,17.997480324872836,19.299999237060547
495,2018,660134.556,SMTO3,3435.7,São Martinho S.A.,350802666.0,18.318449032063388,18.190000534057617
496,2019,597349.965,SMTO3,3360.362,São Martinho S.A.,348865266.0,19.303036461957554,23.719999313354492
497,2013,8248.43972411024,FLRY3,1656.896,Fleury S.A.,312586712.0,9.739778230267186,9.199999809265137
498,2014,9507.94959997764,FLRY3,1678.9,Fleury S.A.,312586712.0,8.263125000461455,8.140000343322754
499,2015,8664.76129763852,FLRY3,1894.96,Fleury S.A.,312586712.0,8.149939029197382,8.0
500,2016,7645.99259024342,FLRY3,2096.113,Fleury S.A.,314230250.0,14.388433749417224,17.825000762939453
501,2017,8226.710439086219,FLRY3,2383.012,Fleury S.A.,315312192.0,26.063774651689492,29.610000610351562
502,2018,10365.69887815685,FLRY3,2664.463,Fleury S.A.,315654796.0,25.210040781449297,19.780000686645508
503,2019,6620.10226833912,FLRY3,2905.107,Fleury S.A.,316744460.0,23.12056684300967,30.530000686645508
504,2013,21605.84758998624,MMXM3,1041.164,MMX Mineração e Metálicos S.A.,107534583.0,294.80989462329495,104.99978637695312
505,2014,6191.719332734803,MMXM3,329.046,MMX Mineração e Metálicos S.A.,107534600.0,46.94252343331614,17.5
506,2015,5.4987204760032995,MMXM3,0.367,MMX Mineração e Metálicos S.A.,107534600.0,11.81808943089431,5.75
507,2016,46.39969865321434,MMXM3,2.723,MMX Mineração e Metálicos S.A.,107534400.0,5.253373507993767,5.550000190734863
508,2017,71.24579643490942,MMXM3,0.454,MMX Mineração e Metálicos S.A.,107534583.0,4.028656145329532,2.9600000381469727
509,2018,371.9817266566072,MMXM3,2.699,MMX Mineração e Metálicos S.A.,107534583.0,2.58565574395852,2.1500000953674316
510,2019,145.8035199056778,MMXM3,1.251,MMX Mineração e Metálicos S.A.,107534400.0,1.909341543299671,2.549999952316284
511,2020,21.930999999999997,MMXM3,0.256,MMX Mineração e Metálicos S.A.,6488000.0,4.852793525105064,17.0
512,2013,6601.27228511866,TOTS3,1611.794,TOTVS S.A.,493371444.0,12.649674792443552,12.296635627746582
513,2014,7395.41138557914,TOTS3,1772.447,TOTVS S.A.,491391816.0,12.16686902892205,11.631233215332031
514,2015,5487.077639835379,TOTS3,1908.737,TOTVS S.A.,493065189.0,11.596367479339849,10.323718070983887
515,2016,8240.53911965307,TOTS3,2183.786,TOTVS S.A.,493005087.0,9.742960443458404,7.998136043548584
516,2017,9409.55252209835,TOTS3,2227.33,TOTVS S.A.,493182714.0,9.8467107006884,9.944437980651855
517,2018,7375.872630642551,TOTS3,2111.16,TOTVS S.A.,493325139.0,9.471717501659782,9.0328369140625
518,2019,5387.780239003119,TOTS3,2282.124,TOTVS S.A.,575008635.0,15.86431957352982,21.516666412353516
519,2013,383532.366220513,EQTL3,4715.036,Equatorial Energia S.A.,1024445710.0,4.0786592489288696,4.630000114440918
520,2014,507164.0534445371,EQTL3,6773.453,Equatorial Energia S.A.,1024445710.0,4.739419368966933,5.539999961853027
521,2015,1080301.8689171777,EQTL3,7252.942,Equatorial Energia S.A.,1025145710.0,6.548918698861347,6.8480000495910645
522,2016,1174904.4247821907,EQTL3,7952.181,Equatorial Energia S.A.,1025588785.0,9.297156644154745,10.880000114440918
523,2017,2044320.1430136072,EQTL3,9071.42,Equatorial Energia S.A.,1025926285.0,11.745165344298355,13.130000114440918
524,2018,2153363.6141959154,EQTL3,11252.627,Equatorial Energia S.A.,1026057535.0,12.996734693099041,14.911999702453613
525,2019,1960507.3216059094,EQTL3,18796.346,Equatorial Energia S.A.,1010186085.0,18.332461523140974,22.790000915527344
526,2018,3317.60682810201,BPAN4,4317.216,Banco Pan S.A.,1141806121.0,1.8338367345381756,1.9500000476837158
527,2019,5287.510000983861,BPAN4,4820.999,Banco Pan S.A.,1205056121.0,6.6382996196206285,10.600000381469727
528,2016,68062.6250628842,AGRO3,147.128,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,54882389.0,11.24542167387813,11.050000190734863
529,2017,87936.25531831603,AGRO3,173.627,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,12.22826086202629,12.520000457763672
530,2018,142875.61457623052,AGRO3,284.095,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,13.842693846566336,15.609999656677246
531,2019,187185.20429169334,AGRO3,500.722,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,53802168.0,16.557327876689463,19.020000457763672
532,2020,253694.49899999998,AGRO3,548.988,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,59342481.0,20.858825922977587,25.0
533,2013,316867.5362285733,DXCO3,3872.705,Dexco S.A.,674508878.0,12.118666568110067,11.766006469726562
534,2014,335462.811937546,DXCO3,3984.507,Dexco S.A.,673579679.0,9.276874684518383,7.873828887939453
535,2015,300531.901225012,DXCO3,3963.214,Dexco S.A.,673579679.0,7.168505356563785,5.806949138641357
536,2016,252540.0213624288,DXCO3,3909.76,Dexco S.A.,699798742.0,7.6517148094483645,6.800000190734863
537,2017,222071.69985621568,DXCO3,3990.866,Dexco S.A.,699805842.0,8.650632426672773,9.199999809265137
538,2018,261853.5134250282,DXCO3,4949.361,Dexco S.A.,699873842.0,10.438122461280043,11.829999923706055
539,2019,229771.3523187304,DXCO3,5011.706,Dexco S.A.,700222785.0,12.240040454787282,16.719999313354492
540,2019,413.512182825914,SQIA3,175.153,Sinqia S.A.,70548812.0,12.294018237696967,24.5
541,2013,30034.02912636492,BRPR3,923.67,BR Properties S.A.,312653445.0,20.799153243341753,18.600000381469727
542,2014,26408.07584101922,BRPR3,836.788,BR Properties S.A.,298228434.0,14.925000009998199,10.199999809265137
543,2015,15445.07481700261,BRPR3,714.88,BR Properties S.A.,298228434.0,10.768536589009974,8.420000076293945
544,2016,9741.33395646481,BRPR3,465.681,BR Properties S.A.,298228434.0,8.385783126555294,7.5
545,2017,10442.40336675769,BRPR3,430.449,BR Properties S.A.,406020182.0,9.810944853805182,10.600000381469727
546,2018,8761.853068697419,BRPR3,421.317,BR Properties S.A.,403427223.0,8.698857118645494,8.199999809265137
547,2019,6739.20485735741,BRPR3,379.252,BR Properties S.A.,487962876.0,10.334372462531332,14.479999542236328
548,2020,4149.859,BRPR3,313.589,BR Properties S.A.,482812062.0,10.411619433507264,9.899999618530273
549,2013,155270.67182182148,MDIA3,4311.638,M. Dias Branco S.A. Indústria e Comércio de Alimentos,340350000.0,30.078238617989324,33.33333206176758
550,2014,157959.9787085389,MDIA3,4579.89,M. Dias Branco S.A. Indústria e Comércio de Alimentos,340350000.0,31.500187681567283,30.333332061767578
551,2015,110508.90007466829,MDIA3,4622.164,M. Dias Branco S.A. Indústria e Comércio de Alimentos,339000000.0,26.168563300031956,22.16666603088379
552,2016,122393.8971653662,MDIA3,5328.071,M. Dias Branco S.A. Indústria e Comércio de Alimentos,339000000.0,33.13089650318805,38.336666107177734
553,2017,140135.36707915168,MDIA3,5415.422,M. Dias Branco S.A. Indústria e Comércio de Alimentos,339000000.0,47.83454055485763,52.099998474121094
554,2018,175329.0,MDIA3,6025.054,M. Dias Branco S.A. Indústria e Comércio de Alimentos,339000000.0,44.996816331513074,42.79999923706055
555,2019,175111.0,MDIA3,6103.608,M. Dias Branco S.A. Indústria e Comércio de Alimentos,339000000.0,39.56753041194035,38.150001525878906
556,2020,155778.387,MDIA3,7252.524,M. Dias Branco S.A. Indústria e Comércio de Alimentos,338002304.0,36.487732883407034,34.060001373291016
557,2013,117797.14608396663,TAEE11,1447.851,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,22.146774145864672,18.200000762939453
558,2014,111998.45194147927,TAEE11,1495.804,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,19.538064502900646,18.84000015258789
559,2015,80995.66113864386,TAEE11,1542.465,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,19.790691011320284,16.75
560,2016,67024.56712895386,TAEE11,1391.074,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,19.82132533276416,20.739999771118164
561,2017,56817.51649954332,TAEE11,1077.059,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,22.15586619489775,21.34000015258789
562,2018,70081.60814167454,TAEE11,1635.237,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,20.65730609504544,23.600000381469727
563,2019,68913.39009692396,TAEE11,1839.99,Transmissora Aliança de Energia Elétrica S.A.,344498907.0,27.065425038820337,31.059999465942383
564,2013,10480.97551217288,ODPV3,1138.345,Odontoprev S.A.,531159924.0,9.533387107233848,9.829999923706055
565,2014,10483.82809058898,ODPV3,1244.808,Odontoprev S.A.,528537392.0,9.286451574294798,9.859999656677246
566,2015,8093.014819491691,ODPV3,1352.451,Odontoprev S.A.,527639233.0,10.455000001240553,9.449999809265137
567,2016,7903.072750243551,ODPV3,1482.812,Odontoprev S.A.,530806597.0,11.66931728761359,12.600000381469727
568,2017,320.598799678972,ODPV3,1677.333,Odontoprev S.A.,530918488.0,13.259921269153985,15.90999984741211
569,2018,175.8677983692321,ODPV3,1720.039,Odontoprev S.A.,528456447.0,14.13114286150251,13.75
570,2019,204.954806716273,ODPV3,1920.43,Odontoprev S.A.,529464611.0,16.350850194089325,16.8700008392334
571,2013,21137.5497656099,BRML3,1371.129,BR Malls Participações S.A.,681728722.0,14.689097619825795,11.404682159423828
572,2014,111239.5231500596,BRML3,1353.396,BR Malls Participações S.A.,687012948.0,12.418275440892865,10.856186866760254
573,2015,78135.81128904,BRML3,1343.39,BR Malls Participações S.A.,691674994.333333,9.458682920874619,7.42474889755249
574,2016,71381.3292452899,BRML3,1192.195,BR Malls Participações S.A.,701655140.0,10.211335829462872,10.391304016113281
575,2017,81724.2057862767,BRML3,1252.214,BR Malls Participações S.A.,870947249.0,12.77131797202491,12.729999542236328
576,2018,66269.87266134871,BRML3,1230.827,BR Malls Participações S.A.,842262078.0,11.086857149552326,13.069999694824219
577,2019,59427.002890630974,BRML3,1399.176,BR Malls Participações S.A.,843124028.0,14.049757077143742,18.059999465942383
578,2017,14043.374344770811,PARD3,1117.038,Instituto Hermes Pardini S.A.,130978595.0,26.84540182352066,33.400001525878906
579,2018,12093.43282543093,PARD3,1204.709,Instituto Hermes Pardini S.A.,130169000.0,21.963020472623864,18.700000762939453
580,2019,12034.91500701991,PARD3,1353.634,Instituto Hermes Pardini S.A.,130168613.0,21.273886607243465,27.219999313354492
581,2016,2943.329867214882,LPSB3,148.706,LPS Brasil - Consultoria de Imóveis S.A.,124731169.0,3.4693583743160508,3.872136116027832
582,2017,2306.1687818370033,LPSB3,111.019,LPS Brasil - Consultoria de Imóveis S.A.,125143288.0,4.904861563772667,5.550061225891113
583,2018,2092.480529137876,LPSB3,109.195,LPS Brasil - Consultoria de Imóveis S.A.,125653281.0,4.1511482598830245,6.274846076965332
584,2019,2051.226672912685,LPSB3,147.514,LPS Brasil - Consultoria de Imóveis S.A.,147554631.0,6.418875582305043,9.529999732971191
585,2020,1348.725,LPSB3,166.77,LPS Brasil - Consultoria de Imóveis S.A.,147554631.0,5.480931183587201,4.980000019073486
586,2013,493.842130242869,PDGR3,5316.929,PDG Realty S.A. Empreendimentos e Participações,2646528.0,1082.641350530809,821.377197265625
587,2014,390.621557864651,PDGR3,4256.603,PDG Realty S.A. Empreendimentos e Participações,2646528.0,633.2333898236675,390.26763916015625
588,2015,111.73302205320721,PDGR3,1824.301,PDG Realty S.A. Empreendimentos e Participações,4919255.0,149.0731161241609,16.299999237060547
589,2016,14.581992422807811,PDGR3,247.228,PDG Realty S.A. Empreendimentos e Participações,4919255.0,31.55301191337616,11.899999618530273
590,2017,30.993186003217097,PDGR3,458.253,PDG Realty S.A. Empreendimentos e Participações,4919255.0,22.828740146216447,22.700000762939453
591,2018,12.330015110826182,PDGR3,213.455,PDG Realty S.A. Empreendimentos e Participações,8066955.0,12.829387775732547,11.100000381469727
592,2019,13.57256616223776,PDGR3,300.222,PDG Realty S.A. Empreendimentos e Participações,8066955.0,6.342186236671108,7.389999866485596
593,2016,13950.46481305307,IGTA3,669.086,Iguatemi Empresa de Shopping Centers S.A.,176593278.0,26.475903683398144,26.670000076293945
594,2017,16791.239251853898,IGTA3,693.346,Iguatemi Empresa de Shopping Centers S.A.,176587893.0,34.90216533781037,39.38999938964844
595,2018,15005.10096013303,IGTA3,722.65,Iguatemi Empresa de Shopping Centers S.A.,176252693.0,35.58567353851941,41.599998474121094
596,2019,13403.180427203859,IGTA3,755.459,Iguatemi Empresa de Shopping Centers S.A.,176340339.0,44.13323891211135,52.900001525878906
597,2018,1688.350463612539,TCSA3,285.178,Tecnisa S.A.,33119230.0,14.429387723183146,14.5
598,2019,3006.629757576658,TCSA3,358.482,Tecnisa S.A.,73619230.0,13.541295549647527,18.299999237060547
599,2013,1316.944914717227,MRVE3,3870.608,MRV Engenharia e Participações S.A.,473764111.0,8.12289608101691,7.663725852966309
600,2014,1645.636864046287,MRVE3,4186.185,MRV Engenharia e Participações S.A.,449139684.0,7.124240602216413,6.736443042755127
601,2015,22938.95126833252,MRVE3,4763.038,MRV Engenharia e Participações S.A.,444139684.0,6.879275219227241,7.891002178192139
602,2016,18049.33800978811,MRVE3,4249.049,MRV Engenharia e Participações S.A.,441260927.0,10.231263216240817,9.945571899414062
603,2017,29046.21169977952,MRVE3,4759.888,MRV Engenharia e Participações S.A.,441772487.0,12.523323888364045,13.672887802124023
604,2018,12496.46465866271,MRVE3,5418.995,MRV Engenharia e Participações S.A.,443504000.0,12.444519031291104,12.359999656677246
605,2019,9680.04090491267,MRVE3,6055.722,MRV Engenharia e Participações S.A.,442888684.0,16.922753056051278,21.549999237060547
606,2013,1383.258573272087,EVEN3,2458.987,Even Construtora e Incorporadora S.A.,233293408.0,8.768830599323396,8.149999618530273
607,2014,1227.593441380847,EVEN3,2205.895,Even Construtora e Incorporadora S.A.,230261788.0,6.5109677295531,5.409999847412109
608,2015,1078.9393878622682,EVEN3,2205.111,Even Construtora e Incorporadora S.A.,219785354.0,3.9604471602090974,4.119999885559082
609,2016,795.998848486053,EVEN3,1743.088,Even Construtora e Incorporadora S.A.,222432772.0,4.14196788833802,3.700000047683716
610,2017,817.2793734881461,EVEN3,1385.095,Even Construtora e Incorporadora S.A.,220447269.0,4.767834647433964,5.739999771118164
611,2018,645.175516549295,EVEN3,1474.852,Even Construtora e Incorporadora S.A.,215911363.0,4.671510219573975,6.0
612,2019,717.1532418509021,EVEN3,1845.941,Even Construtora e Incorporadora S.A.,209909941.0,8.907085015223576,15.5600004196167
613,2019,13206.2187764556,ALSO3,786.261,Aliansce Sonae Shopping Centers SA,238080470.0,34.20222680867925,50.13999938964844
614,2018,9623.461600665789,JHSF3,482.457,JHSF Participações S.A.,526250536.0,1.4983673494689318,1.9199999570846558
615,2019,11145.13143860276,JHSF3,636.429,JHSF Participações S.A.,638059981.0,3.4402024326054192,7.130000114440918
616,2013,53308.1732000743,SANB4,22157.85,Banco Santander (Brasil) S.A.,7384163811.0,7.1594040297692825,6.824932098388672
