,fiscal_year,emissions,ticker,total_revenue,company_name,out_shares,average_price,last_price
617,2014,63428.7162999741,SANB4,23857.794,Banco Santander (Brasil) S.A.,7550702235.0,6.983722867504243,6.019999980926514
618,2015,69980.9549000026,SANB4,18535.04,Banco Santander (Brasil) S.A.,7563082417.0,6.573495942402661,7.230000019073486
619,2016,48114.1046999979,SANB4,35537.625,Banco Santander (Brasil) S.A.,7516415000.0,8.12329315660469,10.050000190734863
620,2017,48684.9849000087,SANB4,36062.476,Banco Santander (Brasil) S.A.,7494855000.0,11.574291323113629,13.220000267028809
621,2018,48904.3475835444,SANB4,36949.782,Banco Santander (Brasil) S.A.,7476411000.0,16.612367376989248,20.530000686645508
622,2019,48103.3938999211,SANB4,45419.553,Banco Santander (Brasil) S.A.,7466843000.0,21.85267202091603,23.530000686645508
623,2016,18784.46429954466,TGMA3,923.891,Tegma Gestão Logística S.A.,65937715.0,6.30847390684258,7.690000057220459
624,2017,23971.6044032781,TGMA3,1083.975,Tegma Gestão Logística S.A.,65937715.0,14.865236261698204,19.809999465942383
625,2018,21510.25470349031,TGMA3,1253.779,Tegma Gestão Logística S.A.,65937772.0,20.554285738419512,27.5
626,2019,72530.700793923,TGMA3,1347.32,Tegma Gestão Logística S.A.,65937772.0,29.81615393171426,37.650001525878906
627,2013,61570.72389326421,HYPE3,4258.74,Hypera S.A.,631107917.0,17.125362888459236,17.649999618530273
628,2014,65738.6118120828,HYPE3,2768.096,Hypera S.A.,632079753.0,17.243548370176747,16.889999389648438
629,2015,29956.9477776005,HYPE3,2956.649,Hypera S.A.,632237425.0,19.47247970394972,21.709999084472656
630,2016,29509.495187444598,HYPE3,3228.092,Hypera S.A.,630002363.0,26.55220885832147,26.1299991607666
631,2017,35377.945918358004,HYPE3,3499.899,Hypera S.A.,632120581.0,30.335533564269777,36.0
632,2018,30998.708105859,HYPE3,3724.309,Hypera S.A.,632046622.0,31.223346912617586,30.200000762939453
633,2019,23954.4800472802,HYPE3,3294.749,Hypera S.A.,630453103.0,30.805060683956995,35.689998626708984
634,2020,22231.735,HYPE3,4088.871,Hypera S.A.,633217597.0,32.673522285121656,34.25
635,2013,25750.85201631861,COGN3,2015.942,Cogna Educação S.A.,1757822122.0,7.505695591049809,9.8149995803833
636,2014,45372.7267390591,COGN3,3774.475,Cogna Educação S.A.,2310272799.0,13.98484876078944,15.300000190734863
637,2015,43677.6686522538,COGN3,5265.058,Cogna Educação S.A.,2301510067.0,10.654512197990728,9.529999732971191
638,2016,40810.7547511355,COGN3,5244.718,Cogna Educação S.A.,2309310414.0,12.840682717212232,13.329999923706055
639,2017,225603.3784625727,COGN3,5557.748,Cogna Educação S.A.,2327532997.666666,15.878464518569587,18.399999618530273
640,2018,264959.12799999997,COGN3,6060.708,Cogna Educação S.A.,2314497441.0,12.275632663648956,8.869999885559082
641,2019,261354.377,COGN3,6355.187,Cogna Educação S.A.,1634678060.0,10.754453435117899,11.430000305175781
642,2020,145955.28399999999,COGN3,5269.144,Cogna Educação S.A.,1868967805.0,6.794008098633183,4.630000114440918
643,2018,334606.9992494035,LOGN3,977.433,Log-In Logística Intermodal S.A.,35870186.0,3.9646423476082937,7.800000190734863
644,2019,317326.51755695895,LOGN3,1052.204,Log-In Logística Intermodal S.A.,102980419.0,13.559190259771308,20.899999618530273
645,2016,659547.2608719161,SLCE3,1601.945,SLC Agrícola S.A.,194190598.0,7.6160040246434955,7.235000133514404
646,2017,802619.8075839797,SLCE3,1858.054,SLC Agrícola S.A.,193251414.0,10.256850364640004,13.335000038146973
647,2018,1793900.023699989,SLCE3,2099.177,SLC Agrícola S.A.,187946244.0,23.303836732981157,20.93000030517578
648,2019,1963281.095325258,SLCE3,2535.905,SLC Agrícola S.A.,186295398.0,19.519331997705375,24.799999237060547
649,2020,1970799.758,SLCE3,3097.547,SLC Agrícola S.A.,187323508.0,24.391093134397437,27.450000762939453
650,2016,6042.76460512784,EZTC3,572.227,EZTEC Empreendimentos e Participações S.A.,200002160.0,12.558296847056193,12.91139030456543
651,2017,12173.87476533884,EZTC3,980.323,EZTEC Empreendimentos e Participações S.A.,200002160.0,16.797474909955124,17.8614444732666
652,2018,3735.25112952705,EZTC3,390.762,EZTEC Empreendimentos e Participações S.A.,200002160.0,16.689998778518365,20.6417236328125
653,2019,6678.00484251718,EZTC3,804.39,EZTEC Empreendimentos e Participações S.A.,227000000.0,30.446226938533396,51.900001525878906
654,2016,2042.855367523058,MILS3,396.617,Mills Estruturas e Serviços de Engenharia S.A.,173307578.0,4.086787150088084,3.9100000858306885
655,2017,1737.010613497293,MILS3,296.282,Mills Estruturas e Serviços de Engenharia S.A.,173307578.0,4.07468504793062,4.119999885559082
656,2018,1554.9180910676191,MILS3,304.189,Mills Estruturas e Serviços de Engenharia S.A.,173307578.0,2.99212245649221,4.28000020980835
657,2019,2025.582907739375,MILS3,439.465,Mills Estruturas e Serviços de Engenharia S.A.,249587808.0,6.213319834427312,10.449999809265137
658,2020,1753.7849999999999,MILS3,506.339,Mills Estruturas e Serviços de Engenharia S.A.,250265043.0,6.6453036441494095,6.150000095367432
659,2013,109598.7203052875,YDUQ3,1731.01,Yduqs Participações S.A.,367251507.0,16.600658482120885,20.40999984741211
660,2014,160850.5739300843,YDUQ3,2404.464,Yduqs Participações S.A.,387469245.0,25.26641126601927,23.510000228881836
661,2015,132926.3315964533,YDUQ3,2931.466,Yduqs Participações S.A.,382652282.0,16.607723565605596,13.949999809265137
662,2016,139050.210854123,YDUQ3,3184.505,Yduqs Participações S.A.,382234421.0,15.070803213311008,15.800000190734863
663,2017,171565.8974735642,YDUQ3,3378.979,Yduqs Participações S.A.,383053173.0,21.521535437876786,32.81999969482422
664,2018,158230.1896020989,YDUQ3,3619.377,Yduqs Participações S.A.,300112915.0,27.57330614985252,23.760000228881836
665,2019,132590.3028552775,YDUQ3,3565.036,Yduqs Participações S.A.,300647469.0,32.416172828203365,47.5
666,2013,29415.82669306287,MULT3,970.842,Multiplan Empreendimentos Imobiliários S.A.,540173566.0,17.97252865376011,16.633333206176758
667,2014,35139.340664560834,MULT3,1129.291,Multiplan Empreendimentos Imobiliários S.A.,541624474.0,16.54014748911704,15.813332557678223
668,2015,22661.64092625949,MULT3,1072.76,Multiplan Empreendimentos Imobiliários S.A.,539746588.0,15.916205673682981,12.666666030883789
669,2016,23175.017502510767,MULT3,1115.451,Multiplan Empreendimentos Imobiliários S.A.,542333356.0,18.747523062679182,19.793333053588867
670,2017,28052.97715373108,MULT3,1162.331,Multiplan Empreendimentos Imobiliários S.A.,574636168.0,22.91934343022624,23.633333206176758
671,2018,25561.656550616062,MULT3,1237.126,Multiplan Empreendimentos Imobiliários S.A.,594397092.0,21.186516765672334,24.309999465942383
672,2019,23199.932429921188,MULT3,1311.235,Multiplan Empreendimentos Imobiliários S.A.,596253972.0,26.512874479718537,33.099998474121094
673,2020,14244.467,MULT3,1076.355,Multiplan Empreendimentos Imobiliários S.A.,596543030.0,23.864291588787125,23.530000686645508
674,2016,176927.6204630253,BEEF3,9648.67,Minerva S.A.,237104459.0,10.32171214153489,11.947031021118164
675,2017,262716.349013946,BEEF3,12103.789,Minerva S.A.,222458459.0,11.123745481016137,10.472088813781738
676,2018,361120.89214844006,BEEF3,16214.909,Minerva S.A.,373137157.0,6.992068395809252,4.906641006469727
677,2019,210471.54671860381,BEEF3,17122.825,Minerva S.A.,400446575.0,8.559919191275531,12.625505447387695
678,2013,3463.52049725587,SULA11,12984.048,Sul América S.A.,386870063.0,12.026264644438221,11.834074020385742
679,2014,4262.46445116848,SULA11,15497.67,Sul América S.A.,387295100.0,11.652138833076723,10.32981014251709
680,2015,3803.47097220498,SULA11,15788.758,Sul América S.A.,393880555.0,12.745680886555494,14.890609741210938
681,2016,2214.06582916388,SULA11,17177.332,Sul América S.A.,418382058.0,13.496630412028976,14.4025239944458
682,2017,1736.78002924883,SULA11,18542.867,Sul América S.A.,418098308.0,16.324739921750044,17.271364212036133
683,2018,1319.510009753503,SULA11,21922.571,Sul América S.A.,418102007.0,20.66919559556611,26.471651077270508
684,2019,1211.1459707397348,SULA11,18814.054,Sul América S.A.,418373998.0,36.92402356259736,55.849632263183594
685,2016,11047.97513400748,TEND3,1052.71,Construtora Tenda S.A.,118800000.0,4.96999979019165,4.96999979019165
686,2017,15438.664577919639,TEND3,1357.904,Construtora Tenda S.A.,118870200.0,8.001812901413231,10.0
687,2018,15955.17656544526,TEND3,1681.254,Construtora Tenda S.A.,99366246.0,12.995163314196528,16.045000076293945
688,2019,16144.553698205498,TEND3,1950.098,Construtora Tenda S.A.,97157246.0,21.884838027027456,30.190000534057617
689,2016,36559.77438145669,AMAR3,2852.785,Marisa Lojas S.A.,204085999.0,7.1467469839685895,5.960000038146973
690,2017,42542.91913986884,AMAR3,2875.577,Marisa Lojas S.A.,204085999.0,7.160669281726747,7.25
691,2018,35705.206071458946,AMAR3,2764.13,Marisa Lojas S.A.,203891946.0,5.515020400650648,5.190000057220459
692,2019,32230.54729627906,AMAR3,2882.422,Marisa Lojas S.A.,260675916.0,8.091659914626767,13.279999732971191
693,2020,17842.484,AMAR3,2139.417,Marisa Lojas S.A.,261497472.0,8.36595143287288,6.809999942779541
694,2018,5174.40824815878,TRIS3,545.246,Trisul S.A.,146083138.0,2.7483877678306734,4.099999904632568
695,2019,6612.07017266848,TRIS3,798.671,Trisul S.A.,186617538.0,7.950971674822602,15.300000190734863
696,2016,2300.777484750432,BBRK3,110.194,Brasil Brokers Participações S.A.,18486594.0,16.066251781570863,14.755087852478027
697,2017,2160.8030877464007,BBRK3,89.071,Brasil Brokers Participações S.A.,24792900.0,13.194477648246945,9.899999618530273
698,2018,1657.63,BBRK3,96.852,Brasil Brokers Participações S.A.,35480938.0,5.516326537424204,6.300000190734863
699,2019,1709.4070000000002,BBRK3,106.536,Brasil Brokers Participações S.A.,35480938.0,5.54190282783045,5.900000095367432
700,2020,766.038,BBRK3,101.601,Brasil Brokers Participações S.A.,35480938.0,2.5827125542559606,2.200000047683716
701,2016,18832.20113703293,HBOR3,901.954,Helbor Empreendimentos S.A.,64018889.0,8.13526695703407,7.385572910308838
702,2017,12569.77659434151,HBOR3,518.142,Helbor Empreendimentos S.A.,90425112.0,11.319402093472688,9.800000190734863
703,2018,13176.64618170214,HBOR3,633.604,Helbor Empreendimentos S.A.,90425112.0,6.935306132569605,7.550000190734863
704,2019,22938.93309327731,HBOR3,1290.899,Helbor Empreendimentos S.A.,132693612.0,11.069433200697185,22.75
705,2020,12886.993,HBOR3,973.821,Helbor Empreendimentos S.A.,132693612.0,13.184898783803469,12.229999542236328
706,2016,29954.199416772142,ARZZ3,1239.11,Arezzo Indústria e Comércio S.A.,88836247.0,24.83674696650371,25.059999465942383
707,2017,37318.4769891028,ARZZ3,1360.474,Arezzo Indústria e Comércio S.A.,89765882.0,38.931811032332774,54.70000076293945
708,2018,36036.8147742246,ARZZ3,1526.659,Arezzo Indústria e Comércio S.A.,90250881.0,47.757224585085496,55.060001373291016
709,2019,36274.7393383265,ARZZ3,1679.235,Arezzo Indústria e Comércio S.A.,90948793.0,52.88502015951674,64.0
710,2020,26074.386,ARZZ3,1590.992,Arezzo Indústria e Comércio S.A.,99627735.0,54.334169874307115,68.18000030517578
711,2013,16372.49136393691,LLIS3,713.678,Restoque Comércio e Confecções de Roupas S.A.,24187178.0,54.35674735038511,42.00004196166992
712,2014,18411.8414467541,LLIS3,765.717,Restoque Comércio e Confecções de Roupas S.A.,48592729.0,50.76190514718333,53.060054779052734
713,2015,19496.02522461189,LLIS3,1188.743,Restoque Comércio e Confecções de Roupas S.A.,46662829.0,39.160770551945134,12.95001220703125
714,2016,17719.8202507627,LLIS3,1125.829,Restoque Comércio e Confecções de Roupas S.A.,46662829.0,27.22468544297429,22.12002182006836
715,2017,22811.803117391068,LLIS3,1249.816,Restoque Comércio e Confecções de Roupas S.A.,51600829.0,34.16803575598675,32.5
716,2018,19428.51,LLIS3,1244.145,Restoque Comércio e Confecções de Roupas S.A.,51600829.0,27.7531428200858,26.799999237060547
717,2019,13004.639,LLIS3,954.083,Restoque Comércio e Confecções de Roupas S.A.,68850829.0,25.09331980021859,17.0
718,2020,6132.427,LLIS3,598.816,Restoque Comércio e Confecções de Roupas S.A.,68850829.0,7.687166021903034,4.949999809265137
719,2016,14252.75043880624,DIRR3,1358.078,Direcional Engenharia S.A.,146305187.0,5.234979926342945,4.559999942779541
720,2017,8548.22487400669,DIRR3,751.857,Direcional Engenharia S.A.,146437554.0,5.637165349299513,5.650000095367432
721,2018,11065.84830357886,DIRR3,1166.048,Direcional Engenharia S.A.,146994040.0,6.496163276750214,7.5
722,2019,12072.4390924351,DIRR3,1458.228,Direcional Engenharia S.A.,147805948.0,10.833967583382178,15.0
723,2016,58790.71733815699,ALUP11,1553.811,Alupar Investimento S.A.,250295423.0,14.077819778258542,17.100000381469727
724,2017,65336.11538609768,ALUP11,1538.191,Alupar Investimento S.A.,293037090.0,18.467204664635847,18.450000762939453
725,2018,65036.74885832176,ALUP11,1882.909,Alupar Investimento S.A.,293037090.0,16.888857168080854,18.329999923706055
726,2019,162091.10121361693,ALUP11,4592.099,Alupar Investimento S.A.,293037090.0,24.134898845966045,27.989999771118164
727,2016,39626.6232539166,MEAL3,1540.638,International Meal Company Alimentação S.A.,163561843.0,4.779076313876723,4.96999979019165
728,2017,44213.9610032954,MEAL3,1494.511,International Meal Company Alimentação S.A.,161381600.0,7.618695634155877,8.6899995803833
729,2018,40115.90478744026,MEAL3,1582.081,International Meal Company Alimentação S.A.,162924600.0,7.704897952566341,7.090000152587891
730,2019,34849.92020609167,MEAL3,1603.262,International Meal Company Alimentação S.A.,189023930.0,7.561174079956796,8.399999618530273
731,2020,18643.421000000002,MEAL3,1153.537,International Meal Company Alimentação S.A.,285443030.0,4.572307688987207,4.210000038146973
732,2016,10723.20648380739,AALR3,951.47,Centro de Imagem Diagnósticos S.A.,140606175.0,15.731627819149994,14.649999618530273
733,2017,13663.06594364045,AALR3,1077.876,Centro de Imagem Diagnósticos S.A.,143725786.0,15.983385840738853,14.800000190734863
734,2018,10810.60794316421,AALR3,1076.918,Centro de Imagem Diagnósticos S.A.,143725786.0,13.562612229950574,13.3100004196167
735,2019,9538.65006654018,AALR3,1072.865,Centro de Imagem Diagnósticos S.A.,143996248.0,16.130769227680407,18.15999984741211
736,2016,5585.81787047924,CVCB3,1063.929,CVC Brasil Operadora e Agência de Viagens S.A.,132830343.0,20.151204787104962,23.700000762939453
737,2017,7012.5125666287695,CVCB3,1185.145,CVC Brasil Operadora e Agência de Viagens S.A.,141601272.0,35.088937015984,48.5
738,2018,8566.98211352,CVCB3,1532.025,CVC Brasil Operadora e Agência de Viagens S.A.,144909842.0,51.29008175596899,61.18000030517578
739,2019,7217.62328978679,CVCB3,1709.456,CVC Brasil Operadora e Agência de Viagens S.A.,147598902.0,52.3968015354172,43.79999923706055
740,2019,122.5599017999159,BIDI4,634.617,Banco Inter S.A.,2115550602.0,4.222643415937539,5.222644805908203
741,2018,2180.02143075215,LOGG3,103.675,LOG Commercial Properties e Participações S.A.,69230000.0,17.917500019073486,18.020000457763672
742,2019,2275.130885511576,LOGG3,119.019,LOG Commercial Properties e Participações S.A.,102159154.0,21.57323882068217,32.459999084472656
743,2020,1861.483136896532,LOGG3,140.665,LOG Commercial Properties e Participações S.A.,101174154.0,30.048987855795424,34.209999084472656
744,2017,9468.228590437493,OMGE3,546.114,Omega Geração S.A.,117800185.0,17.3496330506211,17.5
745,2018,11481.289714883658,OMGE3,742.023,Omega Geração S.A.,117800185.0,16.562816292898997,17.450000762939453
746,2019,13342.644096781778,OMGE3,1014.427,Omega Geração S.A.,164964930.0,26.398218687729315,36.5
747,2018,38025.444799248406,LCAM3,2917.195,Companhia de Locação das Américas,395837943.0,9.23620377949306,12.566665649414062
748,2019,57596.6247267675,LCAM3,4798.607,Companhia de Locação das Américas,504300109.0,15.571983538175884,22.709999084472656
749,2013,40.328213221586395,PRIO3,4.395,Petro Rio S.A.,59493349.0,2.4601209706837133,0.9100000262260437
750,2014,64594.4387326042,PRIO3,486.839,Petro Rio S.A.,59496898.0,0.9959274202344879,0.4620000123977661
751,2015,22558.63671799661,PRIO3,253.071,Petro Rio S.A.,131869844.0,0.3591260162553167,0.24500000476837158
752,2016,55612.60163486386,PRIO3,397.871,Petro Rio S.A.,657603150.0,0.2894232938567319,0.43560001254081726
753,2017,86187.55542548062,PRIO3,533.922,Petro Rio S.A.,630379300.0,0.8773858264440627,1.6360000371932983
754,2018,108713.96291573701,PRIO3,848.92,Petro Rio S.A.,607628550.0,1.669678368373793,1.9839999675750732
755,2019,168738.66999999998,PRIO3,1644.346,Petro Rio S.A.,668399700.0,3.533453439411364,6.611999988555908
756,2016,66465.86315000092,ENAT3,476.454,Enauta Participações S.A.,257852273.0,4.699518082132301,5.329999923706055
757,2017,80928.56556496325,ENAT3,501.726,Enauta Participações S.A.,257852273.0,7.004094480529544,10.75
758,2018,102080.5965723928,ENAT3,797.204,Enauta Participações S.A.,261472777.0,12.054489793582839,9.350000381469727
759,2019,117590.67480069709,ENAT3,1111.67,Enauta Participações S.A.,262212785.0,12.916437245573592,16.0
760,2013,612206.073100748,ABEV3,35079.107,Ambev S.A.,15664279610.0,16.802227804737708,17.318405151367188
761,2014,677932.599692417,ABEV3,38079.8,Ambev S.A.,15710946507.0,16.31628296067638,16.290000915527344
762,2015,665256.748696398,ABEV3,46720.2,Ambev S.A.,15679851131.0,18.71191057344762,17.850000381469727
763,2016,661188.761516821,ABEV3,45602.6,Ambev S.A.,15699593769.0,18.548554140879926,16.399999618530273
764,2017,476574.854700056,ABEV3,47899.276,Ambev S.A.,15709048413.0,19.13996060438982,21.280000686645508
765,2018,411213.95599997404,ABEV3,50231.336,Ambev S.A.,15720176399.0,19.731673474214514,15.380000114440918
766,2019,682919.186900034,ABEV3,52005.12,Ambev S.A.,15733264356.0,18.111619401074613,18.670000076293945
767,2020,1044335.0,ABEV3,58378.995,Ambev S.A.,15733430459.0,14.067935206146858,15.649999618530273
768,2013,4256.879676687063,QUAL3,1199.534,Qualicorp Consultoria e Corretora de Seguros S.A.,266602637.0,19.635322620791772,22.5
769,2014,5699.771445801363,QUAL3,1493.014,Qualicorp Consultoria e Corretora de Seguros S.A.,273412588.0,24.179556408236103,27.469999313354492
770,2015,4452.522553734861,QUAL3,1730.159,Qualicorp Consultoria e Corretora de Seguros S.A.,272301625.0,20.63524388491623,14.130000114440918
771,2016,4910.10564274694,QUAL3,1964.404,Qualicorp Consultoria e Corretora de Seguros S.A.,275532625.0,17.403534119387707,19.25
772,2017,6098.995689807398,QUAL3,2075.289,Qualicorp Consultoria e Corretora de Seguros S.A.,285705625.0,28.362598441717193,31.0
773,2018,4893.387241356441,QUAL3,1932.124,Qualicorp Consultoria e Corretora de Seguros S.A.,282906825.0,20.31097955898363,12.890000343322754
774,2019,4292.800642613896,QUAL3,2001.326,Qualicorp Consultoria e Corretora de Seguros S.A.,281373125.0,23.472955452768428,37.099998474121094
775,2020,3232.8039999999996,QUAL3,2025.951,Qualicorp Consultoria e Corretora de Seguros S.A.,283491442.0,31.230607245132507,34.97999954223633
776,2016,40200.75760123685,ANIM3,960.434,Anima Holding S.A.,242833713.0,4.072462836422595,4.543333053588867
777,2017,50522.28124975877,ANIM3,1045.674,Anima Holding S.A.,239269746.0,6.010144055359007,9.433333396911621
778,2018,45337.777271930325,ANIM3,1102.457,Anima Holding S.A.,232896762.0,6.441115318025862,5.666666030883789
779,2019,41788.724869838654,ANIM3,1181.499,Anima Holding S.A.,237858003.0,6.77929794257469,9.930000305175781
780,2017,876207.5474988801,CRFB3,50280.0,Atacadão S.A.,1980958942.0,15.551794834626026,15.25
781,2018,816487.291002966,CRFB3,54267.0,Atacadão S.A.,1983323226.0,15.243469409553372,18.09000015258789
782,2019,773335.197871384,CRFB3,60064.0,Atacadão S.A.,1984142773.0,20.828340074794014,23.350000381469727
783,2013,16623.38947881924,BBSE3,3297.362,BB Seguridade Participações S.A.,2000000000.0,20.55704136007636,24.5
784,2014,17860.65736638408,BBSE3,4498.443,BB Seguridade Participações S.A.,1999990713.0,29.312822595719368,31.8700008392334
785,2015,9191.034208394763,BBSE3,5306.18,BB Seguridade Participações S.A.,1999977418.0,30.746707334751036,24.329999923706055
786,2016,9492.148380595905,BBSE3,5382.812,BB Seguridade Participações S.A.,1996606547.0,28.206064247223267,28.299999237060547
787,2017,7492.606847444953,BBSE3,5009.356,BB Seguridade Participações S.A.,1996596485.0,28.47228343843475,28.489999771118164
788,2018,6627.773969941485,BBSE3,4513.719,BB Seguridade Participações S.A.,1996596633.0,27.008693897480867,27.59000015258789
789,2019,5475.737042364064,BBSE3,5389.99,BB Seguridade Participações S.A.,1996601167.0,31.49834000436883,37.70000076293945
790,2020,4502.674,BBSE3,5131.769,BB Seguridade Participações S.A.,1996634681.0,28.102752994429245,29.6299991607666
791,2017,2872218.579909333,AZUL4,7704.831,Azul S.A.,333600215.0,26.342580631215085,26.899999618530273
792,2018,2647349.3572849534,AZUL4,9057.064,Azul S.A.,338166652.0,28.943346942200954,36.0
793,2019,2958707.334285336,AZUL4,11442.317,Azul S.A.,341455521.0,44.60886642517831,58.279998779296875
794,2016,49047.61847366742,SEER3,1125.38,Ser Educacional S.A.,124835744.0,13.502421158863358,17.7543888092041
795,2017,62542.850846362824,SEER3,1231.785,Ser Educacional S.A.,138434500.0,24.39597528631037,31.299999237060547
796,2018,55192.75807687259,SEER3,1262.486,Ser Educacional S.A.,131848728.0,20.041265269688196,15.550000190734863
797,2019,47456.28660666978,SEER3,1275.986,Ser Educacional S.A.,128721560.0,22.72878544919404,27.75
798,2016,1118.645777038893,WIZS3,403.747,Wiz Soluções e Corretagem de Seguros S.A.,159907282.0,12.300040176115841,13.460000038146973
799,2017,1556.785329885061,WIZS3,529.726,Wiz Soluções e Corretagem de Seguros S.A.,159907282.0,16.8511023145961,11.720000267028809
800,2018,1481.6112045300051,WIZS3,585.005,Wiz Soluções e Corretagem de Seguros S.A.,159907282.0,9.223142839937793,7.010000228881836
801,2019,1461.5059584793971,WIZS3,681.935,Wiz Soluções e Corretagem de Seguros S.A.,159907282.0,10.368299609736392,14.119999885559082
802,2020,1281.4189999999999,WIZS3,803.026,Wiz Soluções e Corretagem de Seguros S.A.,159907282.0,10.656882562135396,8.039999961853027
803,2017,52773.4772077264,BKBR3,1783.838,BK Brasil Operação e Assessoria a Restaurantes S.A.,222278169.0,17.375000190734863,17.5
804,2018,59545.309362894404,BKBR3,2348.333,BK Brasil Operação e Assessoria a Restaurantes S.A.,222525821.0,16.10195913120192,20.68000030517578
805,2019,62341.164994777595,BKBR3,2867.99,BK Brasil Operação e Assessoria a Restaurantes S.A.,226882728.0,20.306275263489017,17.780000686645508
806,2016,4096.895224579241,OFSA3,456.587,Ouro Fino Saúde Animal Participações S.A.,53949006.0,38.69804170131683,28.0
807,2017,4700.9357683121,OFSA3,505.281,Ouro Fino Saúde Animal Participações S.A.,53949006.0,25.977590361752185,24.0
808,2018,6114.04249523634,OFSA3,589.215,Ouro Fino Saúde Animal Participações S.A.,53949006.0,23.648816346149054,33.70000076293945
809,2019,5811.44179772544,OFSA3,619.585,Ouro Fino Saúde Animal Participações S.A.,53949006.0,35.74858305618348,43.0
810,2018,97388.1238414444,GNDI3,6246.352,Notre Dame Intermédica Participações S.A.,488281204.0,24.29277773464427,29.079999923706055
811,2019,131182.0459793167,GNDI3,8576.324,Notre Dame Intermédica Participações S.A.,603385083.0,44.62493927372612,68.25
812,2020,19874.64,GNDI3,10820.23,Notre Dame Intermédica Participações S.A.,609479408.0,64.91518212136953,78.33999633789062
813,2017,16273.84732372449,MOVI3,2467.983,Movida Participações S.A.,213491586.0,8.619321050523203,6.975031852722168
814,2018,14507.5375977084,MOVI3,2538.599,Movida Participações S.A.,262367514.0,7.03350543002693,8.508549690246582
815,2019,3196.062,MOVI3,3836.044,Movida Participações S.A.,297729837.0,13.682114404222743,19.1200008392334
816,2020,2362.87,MOVI3,4085.259,Movida Participações S.A.,297390809.0,16.184331986585608,20.649999618530273
817,2018,3539.690549047789,HAPV3,4788.987,Hapvida Participações e Investimentos S.A.,3359792865.0,5.452946123248803,6.239999771118164
818,2019,3743.3007632803083,HAPV3,5944.963,Hapvida Participações e Investimentos S.A.,3673262865.0,8.48706883843611,12.779999732971191
819,2020,4108.093,HAPV3,8707.184,Hapvida Participações e Investimentos S.A.,3714927250.0,12.14278543719396,15.260000228881836
820,2020,10671.67,VIVA3,1047.547,Vivara Participações S.A.,236197769.0,23.285506012951313,29.459999084472656
